Station;Å≈r;MÂned;Dag;Middeltemperatur. grader C;Gennemsnitlig vindhastighed. m/sek.;Akkumuleret solskin. timer;Akkumuleret nedb¯ r. mm
611601;2016;5;12;14.5;3.6;14.5;0
611601;2016;5;13;12;2.5;14.2;0
611601;2016;5;14;8.2;2.6;4.4;5.5
611601;2016;5;15;8.2;3.2;7.6;13.4
611601;2016;5;16;8.2;6.4;6.1;0
611601;2016;5;17;9;3.2;0.9;0.3
611601;2016;5;18;11.4;2.1;8.2;0
611601;2016;5;19;15.2;1.4;7;0
611601;2016;5;20;13.3;2.8;2.3;0.6
611601;2016;5;21;15.2;2.8;0.8;6.7
611601;2016;5;22;17.7;2.5;5.2;2.2
611601;2016;5;23;13.5;1.8;0.6;4.4
611601;2016;5;24;12.2;1.8;0.2;3.1
611601;2016;5;25;15.1;1.1;0.7;0.6
611601;2016;5;26;13.3;2.7;0;0
611601;2016;5;27;15.3;1.3;6;0
611601;2016;5;28;15.6;1.8;10.1;0
611601;2016;5;29;15.9;2.4;2.3;0.2
611601;2016;5;30;19.9;3.4;13.5;0
611601;2016;5;31;20.2;2.9;11.2;0
611601;2016;6;1;20.7;2.6;5.6;0
611601;2016;6;2;20.4;2.3;8.1;0
611601;2016;6;3;21.4;2.1;13.1;0
611601;2016;6;4;21;1.1;11.3;2.2
611601;2016;6;5;19.5;2.3;9;0
611601;2016;6;6;19.3;2.3;13.1;0
611601;2016;6;7;17.4;4.2;13.2;0
611601;2016;6;8;15.2;5.1;5.5;0
611601;2016;6;9;14.2;3.5;13.2;0
611601;2016;6;10;14.1;4.6;11.7;0
611601;2016;6;11;14.4;2.9;7.8;0
611601;2016;6;12;13.9;4;1.6;0
611601;2016;6;13;13.1;5.3;0;11.3
611601;2016;6;14;15.4;4.2;0.7;0.3
611601;2016;6;15;15.5;1.7;2.2;9.4
611601;2016;6;16;15.3;2;7.6;7.5
611601;2016;6;17;14.4;2.8;6.3;18.4
611601;2016;6;18;14.7;5.4;3;0.2
611601;2016;6;19;13.3;5.8;1.1;0
611601;2016;6;20;14.1;4.9;2.7;14.8
611601;2016;6;21;16.4;3.7;8.1;2.2
611601;2016;6;22;17.7;3.6;6.4;0.4
611601;2016;6;23;20.3;2.8;3.8;1.2
611601;2016;6;24;19.6;3.7;2.9;2.3
611601;2016;6;25;16;1.8;0.9;16.3
611601;2016;6;26;15.7;5.6;6.5;4.6
611601;2016;6;27;14.5;5.1;1.8;3.8
611601;2016;6;28;14.9;2.9;6.1;0
611601;2016;6;29;15.1;2.4;5.4;5.8
611601;2016;6;30;15.2;2.4;1.7;15.3
611601;2016;7;1;15.6;2.6;0.2;4.7
611601;2016;7;2;15.5;5.7;7.7;5.7
611601;2016;7;3;13.8;5.8;6.2;4.9
611601;2016;7;4;15.1;4.1;11;0
611601;2016;7;5;13.6;1.9;1;21.7
611601;2016;7;6;13.9;7.7;6.1;2.2
611601;2016;7;7;15.1;5.3;4.2;0
611601;2016;7;8;16.4;4.4;4.2;3.4
611601;2016;7;9;16.4;5.5;3.5;0.2
611601;2016;7;10;18;4.6;0;4.4
611601;2016;7;11;17.3;6.3;1.5;1
611601;2016;7;12;16.9;5.8;3;0.6
611601;2016;7;13;14.4;3.4;8.2;0
611601;2016;7;14;13.2;5.1;1;2.1
611601;2016;7;15;14.5;6.5;0.6;0
611601;2016;7;16;15.4;5.1;1.3;1.4
611601;2016;7;17;14.3;3.8;0.9;0.9
611601;2016;7;18;16;2.2;2.3;0.3
611601;2016;7;19;19.3;1.6;6.2;0
611601;2016;7;20;20.2;1.9;12.6;0
611601;2016;7;21;22.3;1.5;9.3;0.1
611601;2016;7;22;20.2;1.1;5.7;27.5
611601;2016;7;23;21.6;1.2;9;0.1
611601;2016;7;24;20.9;0.9;11.5;0
611601;2016;7;25;20;1;4.1;0
611601;2016;7;26;17.7;1.3;8.1;0.1
611601;2016;7;27;16.8;1.2;1;4.4
611601;2016;7;28;17.3;0.9;6.7;0
611601;2016;7;29;17.6;1.1;3.5;5.2
611601;2016;7;30;17.3;1.8;6.1;1.2
611601;2016;7;31;15;1.4;5.3;11
611601;2016;8;1;15.4;4.2;5.6;1.2
611601;2016;8;2;15.8;2.7;8.3;0.5
611601;2016;8;3;16.1;4.9;1.5;4
611601;2016;8;4;17.6;5.8;3.8;6.8
611601;2016;8;5;17.2;4.8;4.8;4
611601;2016;8;6;14.9;4.9;4.2;11.8
611601;2016;8;7;15.6;4.8;1.6;1.2
611601;2016;8;8;16.4;7.2;3.9;3.2
611601;2016;8;9;13;6;6.3;3.7
611601;2016;8;10;11.2;5.2;6.7;7.1
611601;2016;8;11;11.8;3.3;2.3;3.5
611601;2016;8;12;15.3;4.3;0.3;0.4
611601;2016;8;13;16.6;6.1;1;0.3
611601;2016;8;14;15.3;4.5;3.6;0.7
611601;2016;8;15;15.2;3.7;6.9;0.9
611601;2016;8;16;15.9;2.1;11.1;0.3
611601;2016;8;17;15;1.9;11.2;0
611601;2016;8;18;15.4;2.8;5.3;0.7
611601;2016;8;19;16;1.4;8.3;0.2
611601;2016;8;20;16.4;3.5;2.3;9.8
611601;2016;8;21;16.2;3.8;5;2
611601;2016;8;22;16.5;4.2;2.6;11.2
611601;2016;8;23;18.5;3.3;3.4;1.6
611601;2016;8;24;20;3.1;10;0
611601;2016;8;25;23.3;3.3;10.9;0.1
611601;2016;8;26;20.3;2.3;10;0
611601;2016;8;27;16.6;0.7;10.9;0.2
611601;2016;8;28;18.2;2.3;2.3;21
611601;2016;8;29;16.2;6;3.6;2.1
611601;2016;8;30;16.3;4.2;8.4;0.2
611601;2016;8;31;17;3;10.4;0.6
611601;2016;9;1;15.7;3.4;7;0.7
611601;2016;9;2;15.6;4.3;1.8;2.3
611601;2016;9;3;16.4;3.8;4.6;3.1
611601;2016;9;4;15.8;2.8;1.5;40.1
611601;2016;9;5;16.4;1.6;10.5;0.5
611601;2016;9;6;15.8;1.6;7.9;0.4
611601;2016;9;7;19.1;2.5;4.6;0.1
611601;2016;9;8;19.3;3.1;11.1;0
611601;2016;9;9;18.2;3;8.6;0.6
611601;2016;9;10;18;3;10;0.4
611601;2016;9;11;16.8;3.4;8;0.4
611601;2016;9;12;19.2;3.5;10.2;0
611601;2016;9;13;21.9;3.9;10.6;0
611601;2016;9;14;21.2;4.4;10.6;0
611601;2016;9;15;19.6;2;10.7;0.1
611601;2016;9;16;18.1;4.1;6.4;4.5
611601;2016;9;17;17.6;4.2;2.5;2.1
611601;2016;9;18;14.9;3.7;6.8;2.9
611601;2016;9;19;14.8;0.9;0;0
611601;2016;9;20;13.5;0.4;1;0.5
611601;2016;9;21;14;1.8;3.1;2
611601;2016;9;22;13.7;2.6;6.3;1.2
611601;2016;9;23;13.6;3;3.8;4.6
611601;2016;9;24;13.4;3;8;0.6
611601;2016;9;25;16.1;3.9;10;0.2
611601;2016;9;26;14.7;1.7;8.4;0.8
611601;2016;9;27;13.1;1.6;8.5;0.3
611601;2016;9;28;17.1;8.6;2.5;1.5
611601;2016;9;29;16.8;8.7;0.1;11.8
611601;2016;9;30;12.7;5.8;3.2;6.5
611601;2016;10;1;12.5;2.6;3.8;5.9
611601;2016;10;2;12;1.3;3.7;12.4
611601;2016;10;3;11.2;4.1;0.2;2.7
611601;2016;10;4;10.7;4.3;8.7;0.5
611601;2016;10;5;8.3;4.5;6.8;0.7
611601;2016;10;6;8.8;4.8;0;0.1
611601;2016;10;7;9.5;4.4;0.5;0
611601;2016;10;8;8.4;2.8;3.8;2.6
611601;2016;10;9;7.4;2.6;1.1;1.5
611601;2016;10;10;8;2.6;1.4;2.8
611601;2016;10;11;8.9;5.8;0;0.1
611601;2016;10;12;8.7;5.5;0.3;1.6
611601;2016;10;13;9.2;6.1;0.8;10
611601;2016;10;14;9.1;8.2;2.8;1.1
611601;2016;10;15;9.4;7.8;0;1
611601;2016;10;16;10.1;4.1;0;0.1
611601;2016;10;17;9.9;4.7;0;0
611601;2016;10;18;11.2;2.9;1.6;2.2
611601;2016;10;19;8.9;2.6;1.1;8.1
611601;2016;10;20;9.7;4.5;0.8;4.5
611601;2016;10;21;8;4.3;0;8.3
611601;2016;10;22;6.9;3.6;0;4.4
611601;2016;10;23;6.3;2;1.5;1.8
